region,country,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Europe,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.22432778,23.32772085,20.32134676,19.41488004,18.79916769,18.44545963,17.58525741,12.8494276,10.75717126,9.873735997,9.132063344,9.197267329,8.309958651,8.031263263,7.380437835,6.946310733,7.708130483,7.91200885,7.882043746,8.455625162,8.679600303,8.442496678,8.818580879,8.639888398,7.935899476,9.237414825,8.300543824,8.024571422,7.958872478,7.654415316,7.84871291,8.169431624,8.014319623,7.754765036,8.394019042,7.101211409,7.382465516
Europe,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.43072841,33.55108026,36.00139959,35.38881025,36.23177554,36.06544357,38.96613068,20.72482188,16.3707773,15.44461819,14.31684964,14.80559093,14.0863467,14.70253215,12.7054744,10.88519005,12.09878593,11.58238375,11.75568384,12.25468833,13.13857091,13.3906096,13.14737977,13.27718884,12.030444,13.16031621,12.3822814,12.43269899,11.65899769,10.99205811,11.2757387,11.65612768,11.87575256,12.45421249,12.31644412,11.75926232,12.13201737
Europe,Luxembourg,13.38389055,12.70471432,12.40515677,13.40196924,14.40907766,14.92750798,14.24745105,14.54069241,15.21840674,15.44594702,12.58563843,12.46552292,11.42921971,11.87748423,12.30046143,11.40173863,9.640139034,9.03388451,8.420359463,9.159636433,9.401568879,9.079951681,8.294622049,8.49685461,9.871475993,10.32097176,10.98529586,10.9557619,11.12523301,10.56321479,8.703755846,8.930599897,8.548504501,8.025242664,8.500231876,9.037224261,9.705767787,10.46374203,11.00967723,12.5008735,12.78698415,12.49431067,12.00802552,11.94221707,11.36215169,11.96108766,11.7281624,11.41709315,10.88352492,10.4821574,10.14707181,9.989282265,10.32208426,10.7602376,10.88007575,8.988694959,9.288243851
Europe,Netherlands,112.9762745,117.7611984,122.8320756,138.2206632,149.0947785,166.9510982,171.881859,196.7330181,206.2850694,189.1819933,184.9165029,203.4073748,200.0116107,184.6161525,191.3294089,180.9378117,174.0212004,168.4366211,164.7066312,169.7746481,172.7472378,174.9081568,182.4646555,187.8232046,188.4161473,191.872519,199.6063203,200.1023767,204.9869794,202.2149312,208.5900852,219.5574165,217.2367541,218.0628999,215.1109277,216.1955137,225.9075142,225.9551344,225.437849,231.4063466,233.1021668,231.6013026,229.1322375,227.2196096,217.6754147,226.5192014,219.4345753,212.2145114,208.2445105,197.5867728,206.7238376,209.8209317,202.6961624,198.7988523,194.8493927,174.6489739,178.1775899
Europe,North Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.763039392,8.541813247,8.746461214,9.057007716,8.459577817,8.441475847,9.638839195,8.60672292,9.928316694,9.101027812,8.736100365,8.816438103,8.283913973,8.999757218,8.725892902,9.070209539,9.069917003,9.531125653,9.363304782,8.747223961,8.526714394,9.345372623,8.934737384,7.944860853,7.524600081,7.233295548,7.063258961,7.544127687,7.061275624,8.087495258,6.638689502,6.864638518
Europe,Norway,17.71431764,19.41724674,19.9924,21.896155,23.95993915,26.74987982,26.50276242,27.90440285,28.02150813,26.20638401,26.88677248,29.62389566,29.45831845,31.27167854,32.64720207,30.11465125,28.5010336,27.33178163,27.28906312,27.31489461,28.68957749,31.08281299,30.20625264,29.78947267,30.19658658,29.0051572,27.33092084,28.89256381,29.77695379,31.57488067,31.62242255,34.27661704,35.53717392,36.48694508,36.16035544,33.94444325,36.34922065,35.67588196,37.14841197,37.65232653,36.64709745,36.94429275,36.52221769,36.11932277,36.15183089,37.46463299,37.12657109,36.78500868,36.96372318,36.07523109,35.97433475,35.0667088,35.11242861,35.29306756,34.28883094,32.94536054,33.36209422
Europe,Poland,252.960256,257.243617,263.5018484,281.5539016,299.0192608,312.789018,321.8793801,339.4217234,342.6962404,352.1182499,380.0529978,400.62918,417.3699404,437.4678668,443.7896569,465.8639189,419.3314187,428.6079214,429.6487729,447.3130651,457.6718624,469.3857779,485.6014983,474.7986335,456.6379681,373.5011718,368.4457134,353.1231582,352.2336144,334.2973024,341.3357683,355.0456872,350.4975801,330.883204,323.782716,299.7755086,297.8537545,294.4137075,303.5159551,301.8989225,307.2417758,320.7347313,317.4869665,319.5243545,305.3130667,323.8223103,324.0112826,308.1251624,310.3950106,293.3376746,293.3245606,306.0353614,315.4497666,320.1467123,301.9917855,284.230074,309.1386426
Europe,Portugal,10.52382075,10.75980392,11.61595739,12.04744849,12.38000152,14.88747814,16.48793682,17.68356321,20.10002623,20.99575564,21.83166886,22.84071785,22.17795238,23.30051396,24.90399823,26.33667358,28.33519041,28.38312737,29.46929872,28.35432579,27.40154883,30.93728841,31.57917491,32.5720772,40.96599314,39.10868121,42.09622442,46.03885877,45.15120323,45.62864597,52.9670915,50.37831258,50.94307076,56.7070447,62.20303597,61.34887733,60.2282502,63.39971527,59.92941606,62.07166319,64.58421136,59.6257809,58.36965282,57.5132171,56.94589923,51.52539885,51.42179687,50.71548419,49.33065234,49.59534896,53.06552927,52.44812461,57.30463045,54.2624916,50.25627302,40.72587219,39.7091167
Europe,Romania,68.05232687,72.51928533,80.73592124,86.00887929,98.56412204,105.0048501,110.1390036,114.5659789,125.7905517,125.9722569,136.8297155,148.0159147,156.2326249,169.3994656,174.2398158,174.4827034,174.4316128,172.4007465,174.1797652,171.7924035,172.520364,178.0115065,186.1861761,188.1472497,189.4152901,178.2354051,143.3277415,125.1233837,122.2116164,117.8724091,127.6479918,126.1908642,115.0609375,101.7171421,86.3357682,88.85799385,90.93768296,94.10148065,98.199429,99.63664074,95.63204372,101.3312571,97.82655009,95.60125025,80.57716598,78.1532013,85.06740086,81.69635124,69.80690674,71.09893528,71.8803126,69.51271039,72.92447682,73.38063834,71.66011518,64.57354951,70.32120813
Europe,Slovakia,31.0505901,32.07146799,32.17246505,35.10952416,37.02185846,39.73803571,42.52361761,44.31878918,45.69886054,46.79450113,49.00399537,50.45627157,52.77837488,55.50377432,56.53988869,56.77530391,55.87259836,55.01889808,54.83413504,58.76411972,58.52719517,55.7293453,56.82409727,57.42289416,53.43412844,54.83360252,48.48400473,45.9534349,43.23292604,40.13061661,40.78040361,40.91503867,39.51086015,39.12319415,38.2521549,36.33413527,39.07053131,38.55121422,39.14337233,38.04605744,38.97138096,37.43936118,35.22457248,36.41693216,33.62463645,36.14392922,33.91141875,32.37785991,32.52165872,29.98386112,30.27370712,30.67184091,32.84029542,32.27818787,29.99366317,27.83228116,31.74805585
Europe,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.30177412,12.485484,12.25515971,12.99313422,13.12140543,13.94571873,14.67546506,15.23344281,14.70010086,14.28120932,13.9983057,14.68794186,14.94794886,14.78080846,15.0147561,15.21492934,15.64614189,15.68814354,16.82266318,14.97227722,15.23608463,15.21020023,14.69720682,14.09001079,12.62957709,12.69893861,13.63238955,13.87454902,13.93749373,13.27786744,11.85962091,11.62016599
Europe,Spain,80.43310144,84.7157566,95.4819172,99.13607031,108.5632699,121.0578308,126.779871,135.5411569,155.4356906,162.0061152,168.3800055,185.1968344,179.1672653,174.1362147,186.5961779,208.2325895,211.9386555,208.6134854,211.4008234,201.8502738,194.386293,196.9140932,203.4414574,196.4681651,217.1937197,214.6015454,220.4105023,241.012824,226.0290825,234.1330167,247.9156825,244.2128684,263.6403414,274.258653,298.7931403,309.3244612,313.9918504,332.3014101,340.0816001,362.0939779,374.9418566,369.3704822,380.5382969,354.7997548,316.2735426,300.1498569,308.5292922,306.2740606,274.5077474,271.8540307,287.8701787,280.6213283,298.2515128,293.0076961,276.1588454,223.5732273,245.7229504
Europe,Sweden,68.78263287,76.06260325,75.18068563,83.77081014,88.75413705,96.91732204,89.82205636,91.36228334,93.09773437,86.02340203,85.40247714,92.9402834,89.24236621,104.7353342,114.4435757,100.3291565,89.55798005,83.44751634,73.60941026,71.42564072,79.22005877,84.48286035,73.74061357,69.14204132,66.44964508,67.36859426,59.69134892,61.52963207,60.98608206,64.2349218,61.53887671,66.76928786,61.25122149,68.41195255,65.26343123,57.73739477,59.1559149,59.82663498,64.2227159,61.89134769,60.65458314,62.2134772,58.89338364,56.26556937,53.40716285,56.94723921,52.04604452,49.14748786,48.12717618,46.09955577,46.38870293,46.53544027,45.48510283,44.67731813,47.27570054,43.12798668,40.09316538
Europe,Switzerland,29.23407697,29.65517334,31.34392496,34.29120906,36.90748884,40.4144594,42.06084022,42.93879939,46.19113068,41.33115694,39.86730014,41.59481586,42.11322096,42.56458435,40.98243367,41.60903018,39.3597148,37.23303746,40.78007283,40.1436521,41.26580089,44.32224596,41.90781508,41.72309659,40.38509384,43.27644997,44.17307857,44.63895309,42.20466231,43.44255756,40.92573194,42.50435053,44.20214525,44.74799075,44.15579127,43.1126051,46.23188399,43.93832103,43.21436809,43.25976538,44.21571521,44.97448272,40.99350042,43.76265511,44.23838224,42.05643904,40.05205279,41.42314248,43.59506424,38.71298395,39.52668612,38.01958948,38.81920767,37.2125121,38.14823295,32.69962294,33.39083214
Europe,Turkey,25.13951284,28.95548183,29.07743148,32.27151334,35.15776547,39.27893875,43.91650402,48.93099354,54.22154428,56.47164845,60.65526628,66.8453067,73.1053843,77.135862,71.66979421,74.65545898,74.1634679,81.40939001,87.14065883,91.43793001,100.3986087,109.0168617,118.4892787,115.8909294,129.0924927,136.2397061,139.6273009,143.7297379,148.3405993,146.9852749,161.115089,175.1808303,184.9914211,186.8569229,187.5552843,205.6930523,186.1021207,196.8682447,208.880249,216.4291185,224.8221892,247.9884694,272.7727301,276.3493901,275.2845039,276.2998652,298.8324143,314.4366917,303.2941426,335.1351167,340.5702575,358.9941636,397.1079451,390.8447069,386.7265959,373.9272234,403.2664563
Europe,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.3995007,701.8212098,709.9002911,686.1814167,652.8923732,761.947198,708.1415483,603.5851602,519.9008869,431.7248556,423.1181971,366.4807339,352.7034482,340.9861762,335.0396824,335.9075293,329.3226511,329.2667553,336.6304104,317.513693,315.4567729,324.3890709,327.460103,317.1636708,272.3748493,288.7006239,303.2273203,299.0515329,286.4785839,246.8417728,195.1317163,215.6237499,187.8506331,198.6744616,185.5158859,172.9127952,167.8563689
Europe,United Kingdom,688.0980406,680.9469645,670.0974418,689.7430101,707.6257328,724.542523,697.4277007,690.536811,728.677548,675.237685,635.9557379,645.729586,654.0398654,637.7908162,665.2170619,606.5362537,584.8344392,567.2443373,562.4541811,538.6165513,572.6396696,590.8045593,594.3099878,594.2643439,584.3046157,595.1824024,605.4838383,588.5811985,574.6312771,561.3666426,558.8019424,579.3738362,559.856288,560.7498188,551.2230214,565.7167516,575.5217916,556.6768213,567.7860636,573.2360063,579.1420014,581.6943079,570.1672735,560.4160537,512.7157464,528.533,493.9846523,510.1812594,498.0183258,456.0767327,437.7662289,413.5953804,401.2588445,393.4705828,377.4887629,316.9068324,337.6747027
Europe,Other Europe,50.38474209,51.83416485,50.51801192,54.89415872,56.0926573,62.22928752,73.32675346,74.00642145,78.39890993,83.85565319,86.37858867,91.52191138,95.82698468,104.3869406,113.3297587,107.76029,114.4718399,118.4854882,127.6317625,134.5714154,169.8127444,175.7796886,171.6856639,177.7061588,172.598505,131.6909205,109.7071066,96.35104056,83.72361337,65.53150237,68.98522071,72.48368392,82.45591388,85.27929022,73.27761069,84.12922644,88.90640948,94.50845481,101.2688578,107.1201062,103.8650517,108.2555265,109.6640584,110.7235429,111.1982648,112.8927196,120.9561297,112.766425,113.0315242,102.3290911,111.6299665,116.7627222,120.536332,119.3487342,119.2925375,115.6263005,89.92718892
CIS,Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4044219,54.23611873,52.22818046,52.18801518,52.89838005,54.37968811,52.00283031,44.06943562,41.48638591,37.87587929,35.85273001,29.27918133,27.87423872,27.85417022,27.24868483,28.44147104,26.17932806,25.90262421,27.96472328,30.84411051,33.53406809,33.26120369,29.96907501,29.57126978,25.94260871,24.88440558,28.55710581,29.5885666,30.27255297,31.03850776,33.56471833,33.06680529,31.99693353,33.45455537,34.38570005,33.69026803,35.34080227
CIS,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.61679704,102.2579044,102.6754863,103.3876661,99.30986452,92.55682778,93.22054257,88.28308952,75.28961845,62.7386532,55.20847289,56.69048936,57.19901931,55.54278821,53.54457755,52.69666748,50.3287058,50.64722526,49.58223364,56.24349404,57.29418802,59.6128428,58.44996012,61.17739168,59.22353149,62.41070917,59.25010298,60.82632044,60.16525538,59.23128595,54.92963061,55.03196525,55.70919177,60.58400111,60.93059841,56.06661477,57.153033
CIS,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.177818,236.3560921,240.9739256,248.6475621,242.0919263,240.6025744,238.2663325,236.3083768,208.5464115,192.7521677,168.8674151,146.9820598,129.9357868,122.9500118,114.1529308,101.5490138,117.7360272,119.7042323,131.7761956,141.7675396,144.3993514,155.6473791,170.3369627,185.5293812,166.7353086,178.5769193,202.0402881,211.997451,211.907291,214.6781692,202.1558282,203.9695784,214.1884206,238.4896909,235.0368749,221.1928636,219.4249212
CIS,Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2172.398535,2210.80471,2268.329301,2291.762951,2290.075533,2233.920546,2167.920631,2072.562784,1895.209017,1726.273253,1616.418123,1562.945864,1463.65519,1445.30584,1445.81398,1452.763056,1466.07269,1465.735245,1494.675408,1489.990814,1465.733972,1536.647406,1528.251924,1555.36874,1446.543132,1492.384766,1558.796389,1572.379196,1538.755032,1539.80223,1506.99524,1520.474913,1507.817783,1564.673007,1548.839636,1456.247685,1581.337921
CIS,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.19409038,39.23276508,39.03941783,39.20157519,40.25990185,34.74266457,35.93646383,34.12374732,26.73075698,28.3622443,23.55201574,33.80014353,26.25760476,32.72225067,31.58505446,26.89898445,33.08573236,28.6712313,38.89205331,38.54871466,39.05382468,39.37941942,38.45318536,32.26384076,50.3320846,54.30682369,59.92970273,65.16784761,58.29143197,60.4596303,71.53786589,70.85565311,70.16103791,77.63327892,84.05241815,79.2090514,94.26693167
CIS,USSR,1919.046871,2027.481925,2120.789465,2172.851747,2253.506808,2337.347631,2431.851903,2550.517319,2660.499313,2762.532729,2895.62262,2990.020346,3098.046058,3195.682045,3258.471882,3280.425137,3312.974548,3376.746272,3414.750874,3474.639403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIS,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.82188328,94.82851665,96.88996452,97.59144801,102.2176497,106.4059915,104.8921855,99.4155341,107.6066933,100.3966146,103.7897439,106.8697425,105.9004081,105.604696,119.7008931,122.0950891,122.1803897,125.2584641,113.9436654,114.0247799,113.0745337,106.6623764,114.1832378,108.2352045,105.7166599,106.1121835,113.3635852,109.7815298,111.0836163,114.3600884,108.823698,104.1450883,106.8540853,109.686569,109.5236873,108.2723247,112.2701006
CIS,Other CIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.26683288,78.25396264,79.99498162,82.65391004,82.18164891,83.89977764,66.96630744,52.02728568,35.6925798,25.1618573,20.86490197,21.67715269,21.23987593,21.26730906,17.39313417,15.98354676,16.00993075,16.28196198,16.4082257,18.34461346,19.49164319,20.28496985,22.83700604,24.4192742,23.56694542,23.07160764,24.61001055,26.59719679,25.48351639,27.40717102,28.55207296,29.14388771,29.4315008,33.21094013,31.17703272,29.85860078,32.68149085
Middle East,Iran,21.22631512,23.43411377,26.11489131,29.04386766,32.11280207,37.74916712,40.87102453,46.10015739,56.50620622,63.28825831,74.3950626,85.01128988,96.05110174,93.3420535,102.0425784,95.0799996,97.06407447,109.4318876,130.1597153,140.8189314,153.8164416,143.7502733,152.7110309,154.40118,169.0896308,181.7744945,201.4711415,217.8354878,202.7083898,227.4282386,236.5901209,251.0539178,259.7671291,267.8918713,289.548466,304.8922988,323.8900244,350.9378859,354.9762075,387.0860335,409.091879,443.454524,469.539086,488.4093425,495.4957882,504.8458839,517.0376243,522.6647397,545.1954428,557.1783188,550.9668931,569.7997639,581.134175,606.0505897,628.0726073,645.4161041,660.507933
Middle East,Iraq,5.825662413,6.377669189,6.514212027,6.928331495,7.886495933,9.910299564,10.78670138,12.78279402,12.4683157,12.11376128,12.89090338,16.14951293,17.2890104,14.88704495,18.38507583,24.15959646,22.8845999,23.93636392,27.88862179,30.90431708,35.37283257,40.66383142,45.66017387,52.44903518,59.77006929,54.83086611,35.80867804,55.75251135,75.03392748,85.44994307,84.44673952,85.00247469,102.4491665,75.20021355,53.81340554,80.09854573,89.79810024,84.77957172,74.8858303,80.43527311,75.6734464,72.98923295,71.90992879,83.63557361,81.98604355,92.36236086,94.18973514,103.4637558,115.2488079,110.7692091,107.0175534,121.9951904,128.9603666,156.2210948,145.3712038,129.9958192,140.9501297
Middle East,Israel,10.59395345,10.98174443,13.31181416,13.49842505,15.34614289,16.29108456,18.47986253,17.30635191,18.83921734,18.87137427,19.10145611,19.60505657,20.62234038,22.39475136,22.80767809,23.24622091,23.77580386,26.03931433,26.41428638,28.11403209,26.48856566,27.70870489,29.46561266,31.66837969,33.46086858,34.74847719,35.40226726,41.42026046,44.51570802,46.76856151,52.2494162,55.20599127,59.26756083,61.71469574,63.72853644,60.2397881,61.22293598,62.84815237,64.59485729,64.59399545,64.86779744,65.57612774,67.40396339,68.34312949,66.0058194,67.86115307,68.60255038,74.21066964,66.93426459,64.13185771,66.80746997,66.13502054,66.80157699,66.98838166,69.22991544,62.98818388,63.25570244
Middle East,Kuwait,16.63519373,17.36800183,17.66023871,18.54727356,18.97882496,15.4342996,15.39133336,16.99466571,16.90606332,16.19322881,14.38232636,17.15485257,17.50968209,19.21688144,23.40137773,19.2864461,25.37305124,25.51249525,28.45764087,29.99960861,28.73620826,32.57435782,30.32747363,33.59909459,35.76146792,21.64954675,11.73588736,19.76057463,22.82338472,26.92384332,33.77215307,33.38557653,34.46226056,41.6711853,43.76020823,46.63355571,47.38589798,51.14092599,62.084831,70.04358742,77.31597799,73.45303015,71.04784565,76.79680291,78.57155352,87.42587867,88.91840608,92.16899319,94.62787664,96.34066261,99.56537882,97.8360932,99.82669121,101.8914587,103.7267415,95.88913079,103.1362312
Middle East,Oman,0.025375941,0.031691574,0.138332712,0.166376376,0.240252672,0.24373761,4.291103388,4.905652014,4.261137435,3.896808465,3.531298299,4.015443486,3.777753882,4.237309668,4.759439844,3.940745867,4.074573765,5.703720491,5.144301251,7.479016115,7.597392109,7.036776667,7.944824768,7.663406871,8.783739315,11.28572334,15.6684732,14.85400105,14.14276964,13.19885607,15.25736839,15.55073934,15.63812877,15.99357487,18.7427738,25.39890173,28.09025154,30.81677187,31.65564911,29.5472611,32.80976996,35.80280836,35.42446809,42.36798024,41.75371465,49.04172606,52.20933012,57.56928354,65.6688475,65.19988015,68.7006179,69.08343997,74.27567657,76.17888691,76.0703021,73.14245367,82.10890569
Middle East,Qatar,0.308025093,0.306844311,0.440491989,1.342476093,2.093711997,2.369293185,2.349972777,2.598860343,3.686603619,3.248096949,4.829209282,2.998328898,4.219311911,4.051577091,9.440375866,9.333305048,8.82340848,9.508362628,10.02601618,11.39161152,10.7937146,11.64417419,11.33047851,12.07834252,12.69605028,12.85831432,15.16846626,24.00563645,25.7122327,26.22117112,26.39647451,19.58743591,21.14973213,22.95048169,25.89990901,22.57003275,21.6152673,24.46088928,27.30650618,33.55214833,37.74230486,39.99664688,45.8719046,52.05889198,53.33281041,62.2336424,74.1727337,89.16122799,99.62871595,109.575958,123.333151,123.0939135,115.7124238,118.9874182,124.8401086,107.6421125,115.2875486
Middle East,Saudi Arabia,62.48992785,63.26130032,64.08543483,64.97371495,65.94255852,67.04653663,67.07704685,71.85763278,76.49982839,80.86332732,62.66434089,72.35950537,85.63204988,94.93675377,115.8407988,97.91175577,110.4442426,122.508149,133.8823146,156.8702302,161.5404785,158.8481165,168.2927167,173.2222322,168.780337,202.2825801,212.061114,208.5762788,212.9796236,249.45193,242.0529117,246.5454386,250.8529766,265.0441022,269.8350535,278.1876874,287.1651574,295.1797153,314.6585361,340.3778808,342.7539082,360.2916228,379.2381952,411.9765293,426.8633895,471.9630742,499.8243418,525.0119788,534.116892,573.3072893,591.2445035,618.5269253,608.1061861,604.4556199,582.170688,569.1667098,575.3271445
Middle East,United Arab Emirates,0.218803721,0.233528684,1.144920395,1.4617727,1.473252114,2.016484473,3.046637625,3.281389008,4.290492915,4.769040195,5.259531186,6.774812835,11.08840691,12.77963735,15.2469107,25.88746154,29.78344999,32.27502934,31.11843892,38.33497809,47.74427257,57.86968582,64.406779,72.05445512,80.29366631,81.69423686,100.2437743,97.52004617,101.3926902,110.6293319,114.602456,117.0053133,121.6622676,124.1354637,124.4929313,123.5923961,124.2405825,132.4242417,142.0826218,152.5210063,159.1670725,168.1438391,184.7953463,210.574141,204.3672974,213.7944265,220.7663237,231.9093745,247.1162259,242.9295133,265.163298,275.8693035,277.7309242,272.1691385,270.2531497,247.3975925,260.0845153
Middle East,Other Middle East,14.53883798,15.01867234,15.31480178,16.14300848,16.82492809,18.5946062,19.87762739,20.02199522,23.25059952,25.70935942,27.17981084,30.43457283,33.1460103,35.61694948,40.13382814,41.45230789,43.51929095,51.06700135,54.87952507,59.36950892,60.58328177,61.06495312,64.49484713,67.12529823,67.58726418,72.12118757,77.71074945,80.28914543,82.35310331,86.38918572,90.33506463,93.58471489,97.71329571,105.7413177,107.9580977,108.6950592,112.614748,115.6621599,120.7260002,125.2425482,140.7489608,144.9987295,148.8856948,156.9959757,158.2050697,155.469872,148.7894538,141.179641,135.3906823,134.9827537,124.4939426,120.7820492,125.9493074,121.2225693,121.3334495,112.3144354,116.5616613
Africa,Algeria,5.568752776,6.867505979,6.369306902,6.77113723,7.592118351,8.264424633,8.930844168,9.986480526,11.61221403,12.97369526,15.47522945,17.88375812,19.34421075,24.53464182,32.11140668,38.51578477,46.31018066,54.25844173,59.03239057,56.95771914,57.61245138,60.98556138,62.67455687,66.88505873,65.1347226,65.35382732,65.27828736,66.56237539,62.12419223,62.81518492,65.15931455,64.33488385,61.84085478,64.41032124,64.42816893,62.59487273,64.93262659,67.85549224,70.95447683,74.30688159,76.94545284,80.80320164,85.21888382,90.62226798,95.6727676,94.59840672,100.5779855,108.8766303,115.4399777,123.5980321,128.9676843,127.6966674,130.7310277,137.7355047,142.535667,133.2758642,139.6651022
Africa,Egypt,22.90155826,24.02528581,20.12455718,21.06265351,15.88050104,20.20058905,20.49243834,23.13213587,21.60422878,24.62066318,27.5306147,32.52211261,35.09212582,36.20666009,40.36320603,45.24712079,52.27386476,59.3162098,64.89413564,70.88674864,73.48975871,74.78003262,79.84857487,81.05222602,84.89635348,86.60098587,87.13213556,85.55860779,84.40074118,88.23813618,93.55982928,99.74585517,103.6749223,108.3188288,114.0117143,122.0357992,119.899516,125.2248487,131.9006097,140.130956,144.1597474,150.0431153,159.3778819,168.084582,176.1364754,184.1987184,192.5403151,199.5608373,201.3066842,199.9872407,203.0423362,215.4049452,220.2657953,217.6709554,223.7849471,203.2543322,219.6302005
Africa,Morocco,3.565590412,5.340302194,5.743535275,6.074594992,6.485061793,6.881752762,7.250057952,7.913674105,9.257988304,9.847235213,10.30000548,11.27637807,12.3948284,13.22591774,14.78652261,14.92586987,14.84357792,15.66337461,16.27367344,16.5756639,17.17301305,17.75927289,18.21255439,19.15634047,20.98020261,21.31564882,21.54651595,24.24855174,25.15978256,27.29501694,27.14705095,27.62474379,28.37352611,29.89478817,31.49939227,31.58134425,34.35978837,35.37163838,34.69792963,40.12019407,43.88872546,44.56264295,43.7942543,48.66547737,45.17948474,49.09737412,52.91577822,53.928615,54.3101806,56.46089799,56.71814599,57.06365139,60.08562534,61.68177339,67.79986127,62.0525785,68.91250363
Africa,South Africa,113.2041941,113.5219129,116.8426657,123.1051967,126.2520797,131.6216993,142.2175891,145.6931278,156.6097803,161.7656839,172.4999141,180.037069,184.9938929,182.2441018,190.136317,205.8576379,240.2686593,264.0468127,270.3921616,290.4010885,297.1200884,299.4242683,306.7620244,330.5444679,312.5253727,324.8696109,319.2214157,327.2336777,329.5938969,340.297542,351.1539863,357.305905,365.1495469,357.5515638,370.110977,371.6495834,376.4755751,366.5626696,399.7785025,439.1445806,421.6636468,430.8589494,441.0432425,475.9547169,474.4018776,474.8642614,466.2769623,462.0521481,462.7878455,467.1905218,455.0705984,473.8989341,469.9037322,451.6532601,473.7054543,437.2242981,438.916509
Africa,Eastern Africa,24.95415318,26.99884749,28.27639906,29.35129102,31.19763376,33.20068291,35.33148311,35.14610922,37.54359433,36.56313703,34.88127032,38.29019209,36.53954169,35.886019,35.98873576,37.03066429,35.37935626,33.72661619,36.0804376,34.93673777,37.07976267,39.57893051,41.6618122,44.87081188,45.50608345,51.51731647,48.10687028,48.28281247,52.37734484,52.6605035,53.81329538,52.74335252,55.81149363,55.26718718,55.8294736,53.97040451,57.0912294,56.51571925,56.54035154,62.37816478,64.29893846,65.39253256,67.3319549,66.81116462,70.87660821,76.31014267,80.17929418,80.99663622,89.90413628,100.7110813,104.6753005,103.3391903,111.8647414,117.5254966,115.1265944,102.9243906,110.4551969
Africa,Middle Africa,7.036295145,7.197989144,7.277403319,7.545628909,7.777778882,7.893978668,9.18103162,9.457681871,10.58754087,10.94992662,9.930150437,9.94613693,10.63297099,12.44147112,12.45849425,13.05890395,13.84238896,12.83262495,14.48520878,12.98195326,14.53797154,14.09778741,14.4897847,15.48324368,15.36910843,14.35981236,13.18939694,13.13658223,13.35046164,13.03988091,13.02601088,13.13432844,13.56678705,12.66771377,13.53300122,14.8118134,15.04823129,18.4514837,20.38061416,21.91084772,21.59963189,25.30379246,27.73463623,30.80424702,33.31648291,36.88716941,39.33640849,43.30475588,48.70192607,51.12562801,50.65095221,49.95554637,47.52891941,47.91435783,48.3872248,45.59156682,49.71477176
Africa,Western Africa,14.82065489,15.27150565,14.68463382,14.44900816,15.63276593,16.54854559,20.89066375,22.20469339,24.54419092,25.40959384,27.49214003,30.72784438,34.07938901,37.1436627,38.87701806,43.19354376,48.42353909,51.28885521,49.58926711,45.56533581,47.26484381,44.79183294,47.04987558,50.28316234,52.02146299,50.72500382,52.63905218,58.22807325,58.84208397,58.41233347,59.69077411,64.61649944,64.9154303,68.56945377,68.18189519,71.41973459,76.62006486,83.85479053,82.58107296,84.31057194,88.65365675,81.31186208,87.88687365,94.69481643,88.81536829,94.60232549,103.5038807,107.3905005,109.2161011,110.8529029,126.5452062,130.4369232,139.451549,156.6704153,159.7906884,161.5746864,174.759144
